FIPSCode,LocationType,Location,ParentCounty,TypeofSchool,StaffResponse,TimeFrame,DataFormat,Data
06103,County,Tehama County,,Non_Traditional,Nearly All Students,2013_2015,Percent,S
06103,County,Tehama County,,Non_Traditional,Most Students,2013_2015,Percent,S
06103,County,Tehama County,,Non_Traditional,Some Students,2013_2015,Percent,S
06103,County,Tehama County,,Non_Traditional,Few Students,2013_2015,Percent,S
06103,County,Tehama County,,Non_Traditional,Almost No Students,2013_2015,Percent,S
06691043,School District,Tehama County Department of Education,Tehama County,Non_Traditional,Nearly All Students,2011_2013,Percent,N_A
06691043,School District,Tehama County Department of Education,Tehama County,Non_Traditional,Most Students,2011_2013,Percent,N_A
06691043,School District,Tehama County Department of Education,Tehama County,Non_Traditional,Some Students,2011_2013,Percent,N_A
06691043,School District,Tehama County Department of Education,Tehama County,Non_Traditional,Few Students,2011_2013,Percent,N_A
06691043,School District,Tehama County Department of Education,Tehama County,Non_Traditional,Almost No Students,2011_2013,Percent,N_A
06691043,School District,Tehama County Department of Education,Tehama County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06691043,School District,Tehama County Department of Education,Tehama County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06691043,School District,Tehama County Department of Education,Tehama County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06691043,School District,Tehama County Department of Education,Tehama County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06691043,School District,Tehama County Department of Education,Tehama County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06602760,School District,Antelope Elementary,Tehama County,Non_Traditional,Nearly All Students,2011_2013,Percent,N_A
06602760,School District,Antelope Elementary,Tehama County,Non_Traditional,Most Students,2011_2013,Percent,N_A
06602760,School District,Antelope Elementary,Tehama County,Non_Traditional,Some Students,2011_2013,Percent,N_A
06602760,School District,Antelope Elementary,Tehama County,Non_Traditional,Few Students,2011_2013,Percent,N_A
06602760,School District,Antelope Elementary,Tehama County,Non_Traditional,Almost No Students,2011_2013,Percent,N_A
06602760,School District,Antelope Elementary,Tehama County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06602760,School District,Antelope Elementary,Tehama County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06602760,School District,Antelope Elementary,Tehama County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06602760,School District,Antelope Elementary,Tehama County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06602760,School District,Antelope Elementary,Tehama County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06609780,School District,Corning Union Elementary,Tehama County,Non_Traditional,Nearly All Students,2011_2013,Percent,N_A
06609780,School District,Corning Union Elementary,Tehama County,Non_Traditional,Most Students,2011_2013,Percent,N_A
06609780,School District,Corning Union Elementary,Tehama County,Non_Traditional,Some Students,2011_2013,Percent,N_A
06609780,School District,Corning Union Elementary,Tehama County,Non_Traditional,Few Students,2011_2013,Percent,N_A
06609780,School District,Corning Union Elementary,Tehama County,Non_Traditional,Almost No Students,2011_2013,Percent,N_A
06609810,School District,Corning Union High,Tehama County,Non_Traditional,Nearly All Students,2011_2013,Percent,9.1
06609810,School District,Corning Union High,Tehama County,Non_Traditional,Most Students,2011_2013,Percent,9.1
06609810,School District,Corning Union High,Tehama County,Non_Traditional,Some Students,2011_2013,Percent,63.6
06609810,School District,Corning Union High,Tehama County,Non_Traditional,Few Students,2011_2013,Percent,9.1
06609810,School District,Corning Union High,Tehama County,Non_Traditional,Almost No Students,2011_2013,Percent,9.1
06613170,School District,Evergreen Union,Tehama County,Non_Traditional,Nearly All Students,2011_2013,Percent,N_A
06613170,School District,Evergreen Union,Tehama County,Non_Traditional,Most Students,2011_2013,Percent,N_A
06613170,School District,Evergreen Union,Tehama County,Non_Traditional,Some Students,2011_2013,Percent,N_A
06613170,School District,Evergreen Union,Tehama County,Non_Traditional,Few Students,2011_2013,Percent,N_A
06613170,School District,Evergreen Union,Tehama County,Non_Traditional,Almost No Students,2011_2013,Percent,N_A
06619860,School District,Kirkwood Elementary,Tehama County,Non_Traditional,Almost No Students,2011_2013,Percent,N_A
06619860,School District,Kirkwood Elementary,Tehama County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06619860,School District,Kirkwood Elementary,Tehama County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06619860,School District,Kirkwood Elementary,Tehama County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06619860,School District,Kirkwood Elementary,Tehama County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06619860,School District,Kirkwood Elementary,Tehama County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06621090,School District,Lassen View Union Elementary,Tehama County,Non_Traditional,Nearly All Students,2011_2013,Percent,N_A
06621090,School District,Lassen View Union Elementary,Tehama County,Non_Traditional,Most Students,2011_2013,Percent,N_A
06621090,School District,Lassen View Union Elementary,Tehama County,Non_Traditional,Some Students,2011_2013,Percent,N_A
06621090,School District,Lassen View Union Elementary,Tehama County,Non_Traditional,Few Students,2011_2013,Percent,N_A
06621090,School District,Lassen View Union Elementary,Tehama County,Non_Traditional,Almost No Students,2011_2013,Percent,N_A
06622860,School District,Los Molinos Unified,Tehama County,Non_Traditional,Nearly All Students,2011_2013,Percent,S
06622860,School District,Los Molinos Unified,Tehama County,Non_Traditional,Most Students,2011_2013,Percent,S
06622860,School District,Los Molinos Unified,Tehama County,Non_Traditional,Some Students,2011_2013,Percent,S
06622860,School District,Los Molinos Unified,Tehama County,Non_Traditional,Few Students,2011_2013,Percent,S
06622860,School District,Los Molinos Unified,Tehama County,Non_Traditional,Almost No Students,2011_2013,Percent,S
06622860,School District,Los Molinos Unified,Tehama County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06622860,School District,Los Molinos Unified,Tehama County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06622860,School District,Los Molinos Unified,Tehama County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06622860,School District,Los Molinos Unified,Tehama County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06622860,School District,Los Molinos Unified,Tehama County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06631980,School District,Red Bluff Union Elementary,Tehama County,Non_Traditional,Nearly All Students,2013_2015,Percent,S
06631980,School District,Red Bluff Union Elementary,Tehama County,Non_Traditional,Most Students,2013_2015,Percent,S
06631980,School District,Red Bluff Union Elementary,Tehama County,Non_Traditional,Some Students,2013_2015,Percent,S
06631980,School District,Red Bluff Union Elementary,Tehama County,Non_Traditional,Few Students,2013_2015,Percent,S
06631980,School District,Red Bluff Union Elementary,Tehama County,Non_Traditional,Almost No Students,2013_2015,Percent,S
06632010,School District,Red Bluff Joint Union High,Tehama County,Non_Traditional,Nearly All Students,2011_2013,Percent,S
06632010,School District,Red Bluff Joint Union High,Tehama County,Non_Traditional,Most Students,2011_2013,Percent,S
06632010,School District,Red Bluff Joint Union High,Tehama County,Non_Traditional,Some Students,2011_2013,Percent,S
06632010,School District,Red Bluff Joint Union High,Tehama County,Non_Traditional,Few Students,2011_2013,Percent,S
06632010,School District,Red Bluff Joint Union High,Tehama County,Non_Traditional,Almost No Students,2011_2013,Percent,S
06632010,School District,Red Bluff Joint Union High,Tehama County,Non_Traditional,Nearly All Students,2013_2015,Percent,0.0
06632010,School District,Red Bluff Joint Union High,Tehama County,Non_Traditional,Most Students,2013_2015,Percent,20.0
06619860,School District,Kirkwood Elementary,Tehama County,Non_Traditional,Few Students,2011_2013,Percent,N_A
06619860,School District,Kirkwood Elementary,Tehama County,Non_Traditional,Some Students,2011_2013,Percent,N_A
06619860,School District,Kirkwood Elementary,Tehama County,Non_Traditional,Most Students,2011_2013,Percent,N_A
06619860,School District,Kirkwood Elementary,Tehama County,Non_Traditional,Nearly All Students,2011_2013,Percent,N_A
06615090,School District,Gerber Union Elementary,Tehama County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06615090,School District,Gerber Union Elementary,Tehama County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06615090,School District,Gerber Union Elementary,Tehama County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06615090,School District,Gerber Union Elementary,Tehama County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06615090,School District,Gerber Union Elementary,Tehama County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06615090,School District,Gerber Union Elementary,Tehama County,Non_Traditional,Almost No Students,2011_2013,Percent,N_A
06615090,School District,Gerber Union Elementary,Tehama County,Non_Traditional,Few Students,2011_2013,Percent,N_A
06615090,School District,Gerber Union Elementary,Tehama County,Non_Traditional,Some Students,2011_2013,Percent,N_A
06615090,School District,Gerber Union Elementary,Tehama County,Non_Traditional,Most Students,2011_2013,Percent,N_A
06615090,School District,Gerber Union Elementary,Tehama County,Non_Traditional,Nearly All Students,2011_2013,Percent,N_A
06613860,School District,Flournoy Union Elementary,Tehama County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06613860,School District,Flournoy Union Elementary,Tehama County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06613860,School District,Flournoy Union Elementary,Tehama County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06613860,School District,Flournoy Union Elementary,Tehama County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06613860,School District,Flournoy Union Elementary,Tehama County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06613170,School District,Evergreen Union,Tehama County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06613170,School District,Evergreen Union,Tehama County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06613170,School District,Evergreen Union,Tehama County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06613170,School District,Evergreen Union,Tehama County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06613170,School District,Evergreen Union,Tehama County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06632010,School District,Red Bluff Joint Union High,Tehama County,Non_Traditional,Some Students,2013_2015,Percent,40.0
06632010,School District,Red Bluff Joint Union High,Tehama County,Non_Traditional,Few Students,2013_2015,Percent,40.0
06632010,School District,Red Bluff Joint Union High,Tehama County,Non_Traditional,Almost No Students,2013_2015,Percent,0.0
06632400,School District,Richfield Elementary,Tehama County,Non_Traditional,Nearly All Students,2011_2013,Percent,N_A
06632400,School District,Richfield Elementary,Tehama County,Non_Traditional,Most Students,2011_2013,Percent,N_A
06632400,School District,Richfield Elementary,Tehama County,Non_Traditional,Some Students,2011_2013,Percent,N_A
06632400,School District,Richfield Elementary,Tehama County,Non_Traditional,Few Students,2011_2013,Percent,N_A
06632400,School District,Richfield Elementary,Tehama County,Non_Traditional,Almost No Students,2011_2013,Percent,N_A
06105,County,Trinity County,,Non_Traditional,Nearly All Students,2011_2013,Percent,S
06105,County,Trinity County,,Non_Traditional,Most Students,2011_2013,Percent,S
06105,County,Trinity County,,Non_Traditional,Some Students,2011_2013,Percent,S
06105,County,Trinity County,,Non_Traditional,Few Students,2011_2013,Percent,S
06105,County,Trinity County,,Non_Traditional,Almost No Students,2011_2013,Percent,S
06105,County,Trinity County,,Non_Traditional,Nearly All Students,2013_2015,Percent,S
06105,County,Trinity County,,Non_Traditional,Most Students,2013_2015,Percent,S
06105,County,Trinity County,,Non_Traditional,Some Students,2013_2015,Percent,S
06105,County,Trinity County,,Non_Traditional,Few Students,2013_2015,Percent,S
06105,County,Trinity County,,Non_Traditional,Almost No Students,2013_2015,Percent,S
06606510,School District,Burnt Ranch Elementary,Trinity County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06606510,School District,Burnt Ranch Elementary,Trinity County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06606510,School District,Burnt Ranch Elementary,Trinity County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06606510,School District,Burnt Ranch Elementary,Trinity County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06606510,School District,Burnt Ranch Elementary,Trinity County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06637630,School District,Southern Trinity Joint Unified,Trinity County,Non_Traditional,Nearly All Students,2013_2015,Percent,S
06637630,School District,Southern Trinity Joint Unified,Trinity County,Non_Traditional,Most Students,2013_2015,Percent,S
06637630,School District,Southern Trinity Joint Unified,Trinity County,Non_Traditional,Some Students,2013_2015,Percent,S
06637630,School District,Southern Trinity Joint Unified,Trinity County,Non_Traditional,Few Students,2013_2015,Percent,S
06637630,School District,Southern Trinity Joint Unified,Trinity County,Non_Traditional,Almost No Students,2013_2015,Percent,S
06600018,School District,Mountain Valley Unified,Trinity County,Non_Traditional,Nearly All Students,2011_2013,Percent,S
06600018,School District,Mountain Valley Unified,Trinity County,Non_Traditional,Most Students,2011_2013,Percent,S
06600018,School District,Mountain Valley Unified,Trinity County,Non_Traditional,Some Students,2011_2013,Percent,S
06600018,School District,Mountain Valley Unified,Trinity County,Non_Traditional,Few Students,2011_2013,Percent,S
06600018,School District,Mountain Valley Unified,Trinity County,Non_Traditional,Almost No Students,2011_2013,Percent,S
06107,County,Tulare County,,Non_Traditional,Nearly All Students,2011_2013,Percent,N_A
06107,County,Tulare County,,Non_Traditional,Most Students,2011_2013,Percent,N_A
06107,County,Tulare County,,Non_Traditional,Some Students,2011_2013,Percent,N_A
06107,County,Tulare County,,Non_Traditional,Few Students,2011_2013,Percent,N_A
06107,County,Tulare County,,Non_Traditional,Almost No Students,2011_2013,Percent,N_A
06107,County,Tulare County,,Non_Traditional,Nearly All Students,2013_2015,Percent,S
06107,County,Tulare County,,Non_Traditional,Most Students,2013_2015,Percent,S
06107,County,Tulare County,,Non_Traditional,Some Students,2013_2015,Percent,S
06107,County,Tulare County,,Non_Traditional,Few Students,2013_2015,Percent,S
06107,County,Tulare County,,Non_Traditional,Almost No Students,2013_2015,Percent,S
06606570,School District,Burton Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06606570,School District,Burton Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06606570,School District,Burton Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06606570,School District,Burton Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06606570,School District,Burton Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06609510,School District,Columbine Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06609510,School District,Columbine Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06609510,School District,Columbine Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06609510,School District,Columbine Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06609510,School District,Columbine Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06610350,School District,Cutler_Orosi Joint Unified,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,0.0
06610350,School District,Cutler_Orosi Joint Unified,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,25.0
06610350,School District,Cutler_Orosi Joint Unified,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,62.5
06610350,School District,Cutler_Orosi Joint Unified,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,12.5
06610350,School District,Cutler_Orosi Joint Unified,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,0.0
06611550,School District,Ducor Union Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06611550,School District,Ducor Union Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06611550,School District,Ducor Union Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06611550,School District,Ducor Union Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06611550,School District,Ducor Union Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06611760,School District,Earlimart Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06611760,School District,Earlimart Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06611760,School District,Earlimart Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06611760,School District,Earlimart Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06611760,School District,Earlimart Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06619740,School District,Kings River Union Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06619740,School District,Kings River Union Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06619740,School District,Kings River Union Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06619740,School District,Kings River Union Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06619740,School District,Kings River Union Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06621570,School District,Liberty Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06621570,School District,Liberty Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06621570,School District,Liberty Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06621570,School District,Liberty Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06621570,School District,Liberty Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06621870,School District,Lindsay Unified,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,5.1
06621870,School District,Lindsay Unified,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,26.3
06621870,School District,Lindsay Unified,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,63.5
06621870,School District,Lindsay Unified,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,5.1
06621870,School District,Lindsay Unified,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,0.0
06625350,School District,Monson_Sultana Joint Union Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06625350,School District,Monson_Sultana Joint Union Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06625350,School District,Monson_Sultana Joint Union Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06625350,School District,Monson_Sultana Joint Union Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06625350,School District,Monson_Sultana Joint Union Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06629670,School District,Palo Verde Union Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06629670,School District,Palo Verde Union Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06629670,School District,Palo Verde Union Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06629670,School District,Palo Verde Union Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06629670,School District,Palo Verde Union Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06631050,School District,Pleasant View Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06631050,School District,Pleasant View Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06631050,School District,Pleasant View Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06631050,School District,Pleasant View Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06631050,School District,Pleasant View Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06636360,School District,Sequoia Union Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06636360,School District,Sequoia Union Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06636360,School District,Sequoia Union Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06636360,School District,Sequoia Union Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06636360,School District,Sequoia Union Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06638130,School District,Strathmore Union Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06638130,School District,Strathmore Union Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06638130,School District,Strathmore Union Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06638130,School District,Strathmore Union Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06638130,School District,Strathmore Union Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06638340,School District,Sundale Union Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06638340,School District,Sundale Union Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06638340,School District,Sundale Union Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06638340,School District,Sundale Union Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06638340,School District,Sundale Union Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06638430,School District,Sunnyside Union Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06638430,School District,Sunnyside Union Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06638430,School District,Sunnyside Union Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06638430,School District,Sunnyside Union Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06638430,School District,Sunnyside Union Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06639060,School District,Terra Bella Union Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06639060,School District,Terra Bella Union Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06639060,School District,Terra Bella Union Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06639060,School District,Terra Bella Union Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06639060,School District,Terra Bella Union Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06639300,School District,Tipton Elementary,Tulare County,Non_Traditional,Nearly All Students,2011_2013,Percent,N_A
06639300,School District,Tipton Elementary,Tulare County,Non_Traditional,Most Students,2011_2013,Percent,N_A
06639300,School District,Tipton Elementary,Tulare County,Non_Traditional,Some Students,2011_2013,Percent,N_A
06639300,School District,Tipton Elementary,Tulare County,Non_Traditional,Few Students,2011_2013,Percent,N_A
06639300,School District,Tipton Elementary,Tulare County,Non_Traditional,Almost No Students,2011_2013,Percent,N_A
06639300,School District,Tipton Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06639300,School District,Tipton Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06639300,School District,Tipton Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06639300,School District,Tipton Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06639300,School District,Tipton Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06639600,School District,Traver Joint Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06639600,School District,Traver Joint Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06639600,School District,Traver Joint Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06639600,School District,Traver Joint Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06639600,School District,Traver Joint Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06639870,School District,Tulare City,Tulare County,Non_Traditional,Nearly All Students,2011_2013,Percent,N_A
06639870,School District,Tulare City,Tulare County,Non_Traditional,Most Students,2011_2013,Percent,N_A
06639870,School District,Tulare City,Tulare County,Non_Traditional,Some Students,2011_2013,Percent,N_A
06639870,School District,Tulare City,Tulare County,Non_Traditional,Few Students,2011_2013,Percent,N_A
06639870,School District,Tulare City,Tulare County,Non_Traditional,Almost No Students,2011_2013,Percent,N_A
06641160,School District,Visalia Unified,Tulare County,Non_Traditional,Nearly All Students,2011_2013,Percent,N_A
06641160,School District,Visalia Unified,Tulare County,Non_Traditional,Most Students,2011_2013,Percent,N_A
06641160,School District,Visalia Unified,Tulare County,Non_Traditional,Some Students,2011_2013,Percent,N_A
06641160,School District,Visalia Unified,Tulare County,Non_Traditional,Few Students,2011_2013,Percent,N_A
06641160,School District,Visalia Unified,Tulare County,Non_Traditional,Almost No Students,2011_2013,Percent,N_A
06641160,School District,Visalia Unified,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,S
06641160,School District,Visalia Unified,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,S
06641160,School District,Visalia Unified,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,S
06641160,School District,Visalia Unified,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,S
06641160,School District,Visalia Unified,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,S
06641820,School District,Waukena Joint Union Elementary,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06641820,School District,Waukena Joint Union Elementary,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06641820,School District,Waukena Joint Union Elementary,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06641820,School District,Waukena Joint Union Elementary,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06641820,School District,Waukena Joint Union Elementary,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06600035,School District,Farmersville Unified,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06600035,School District,Farmersville Unified,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06600035,School District,Farmersville Unified,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06600035,School District,Farmersville Unified,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06600035,School District,Farmersville Unified,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06600064,School District,Porterville Unified,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,S
06600064,School District,Porterville Unified,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,S
06600064,School District,Porterville Unified,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,S
06600064,School District,Porterville Unified,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,S
06600064,School District,Porterville Unified,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,S
06600065,School District,Dinuba Unified,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06600065,School District,Dinuba Unified,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06600065,School District,Dinuba Unified,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
06600065,School District,Dinuba Unified,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,N_A
06600065,School District,Dinuba Unified,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,N_A
06601418,School District,Woodlake Unified,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,S
06601418,School District,Woodlake Unified,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,S
06601418,School District,Woodlake Unified,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,S
06601418,School District,Woodlake Unified,Tulare County,Non_Traditional,Few Students,2013_2015,Percent,S
06601418,School District,Woodlake Unified,Tulare County,Non_Traditional,Almost No Students,2013_2015,Percent,S
06601423,School District,Exeter Unified,Tulare County,Non_Traditional,Nearly All Students,2013_2015,Percent,N_A
06601423,School District,Exeter Unified,Tulare County,Non_Traditional,Most Students,2013_2015,Percent,N_A
06601423,School District,Exeter Unified,Tulare County,Non_Traditional,Some Students,2013_2015,Percent,N_A
